sexe,sport_licence,niveau_etude,region,smoker,nationalité_francaise,revenu_estime_mois,situation_familiale,historique_credits,risque_personnel,date_creation_compte,score_credit,loyer_mensuel,montant_pret,age_bucket,imc_cat
H,non,bac,Hauts-de-France,non,non,2870,,3.0,0.8,2022-09-29,673.0,10000.0,500.0,adulte,normal
H,non,aucun,Provence-Alpes-Côte d’Azur,non,non,2334,marié,0.0,0.79,2024-02-01,,5000.0,500.0,retraite,insuffisant
F,oui,aucun,Auvergne-Rhône-Alpes,non,non,500,divorcé,1.0,0.11,2020-05-04,,10000.0,500.0,senior,surpoids
F,oui,bac,Île-de-France,oui,oui,2563,marié,,0.97,2024-03-23,,616.02,500.0,senior,insuffisant
F,non,master,Auvergne-Rhône-Alpes,non,oui,4799,marié,,0.96,2021-02-19,563.0,,30731.756590284425,adulte,normal
H,non,aucun,Hauts-de-France,non,oui,3163,célibataire,1.0,0.66,2022-12-20,791.0,10000.0,19583.390460589024,adulte,surpoids
F,oui,master,Auvergne-Rhône-Alpes,oui,oui,3508,divorcé,4.0,0.6,2020-05-31,333.0,,18610.029613217324,senior,surpoids
F,oui,aucun,Île-de-France,oui,oui,2437,divorcé,1.0,0.44,2024-01-02,454.0,5000.0,500.0,retraite,insuffisant
H,oui,master,Occitanie,non,oui,2739,,4.0,0.88,2020-03-12,,5000.0,29209.98027713808,senior,normal
H,oui,bac+2,Île-de-France,oui,non,1094,,,0.23,2020-06-09,516.0,,500.0,adulte,obese
H,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,500,,,0.86,2025-04-03,529.0,10000.0,16833.193605918434,adulte,normal
H,non,bac+2,Bretagne,oui,non,4302,marié,3.0,0.55,2020-06-04,,,500.0,senior,normal
H,oui,aucun,Provence-Alpes-Côte d’Azur,oui,non,3797,veuf,0.0,0.28,2021-07-16,,5000.0,500.0,adulte,normal
H,non,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,584,célibataire,0.0,0.61,2023-03-24,367.0,10000.0,11572.25506619012,adulte,obese
F,oui,bac+2,Hauts-de-France,oui,oui,2993,,2.0,0.7,2022-01-11,527.0,,500.0,jeune,normal
F,non,doctorat,Auvergne-Rhône-Alpes,non,non,1514,divorcé,,0.26,2021-08-23,577.0,,500.0,jeune,obese
H,non,master,Auvergne-Rhône-Alpes,non,oui,1499,marié,,0.91,2022-11-09,,1056.54,18988.41980324049,adulte,normal
F,oui,aucun,Occitanie,non,oui,4492,,,0.08,2024-11-10,474.0,5000.0,20409.533173013977,senior,normal
F,oui,aucun,Corse,oui,non,3706,divorcé,1.0,0.09,2021-07-30,,10000.0,500.0,senior,obese
F,oui,aucun,Bretagne,oui,oui,967,,,0.99,2023-01-26,,10000.0,500.0,adulte,obese
F,non,master,Île-de-France,non,non,4487,marié,,0.33,2021-05-13,394.0,10000.0,500.0,retraite,obese
F,non,bac+2,Provence-Alpes-Côte d’Azur,oui,non,1640,divorcé,0.0,0.06,2022-07-26,556.0,,500.0,senior,insuffisant
F,non,master,Hauts-de-France,non,non,2069,,,0.84,2021-11-19,635.0,1223.69,500.0,adulte,normal
H,non,doctorat,Auvergne-Rhône-Alpes,non,non,2999,,0.0,0.68,2022-11-08,561.0,1180.25,12515.901493828878,adulte,surpoids
H,oui,bac+2,Hauts-de-France,oui,non,1939,célibataire,,0.15,2021-03-15,,10000.0,500.0,retraite,surpoids
H,non,doctorat,Provence-Alpes-Côte d’Azur,non,non,3943,divorcé,5.0,0.31,2020-01-06,,10000.0,12555.422708362172,adulte,normal
H,non,bac+2,Corse,non,oui,2228,marié,4.0,0.81,2022-09-29,,1414.47,500.0,retraite,obese
H,oui,master,Île-de-France,non,oui,2902,,,0.18,2021-03-12,,5000.0,32438.84380608241,retraite,obese
H,non,bac+2,Corse,oui,non,2722,divorcé,,0.46,2023-01-11,,10000.0,500.0,adulte,insuffisant
H,non,doctorat,Bretagne,non,oui,4079,célibataire,2.0,1.0,2023-01-02,,1047.53,44264.35494154331,senior,normal
H,non,master,Bretagne,non,non,3400,veuf,,0.31,2024-01-28,764.0,,11452.403928491243,adulte,normal
F,non,doctorat,Auvergne-Rhône-Alpes,non,oui,4167,veuf,,0.15,2024-03-09,612.0,987.2,39146.19106732092,adulte,obese
F,oui,aucun,Auvergne-Rhône-Alpes,non,oui,3144,,0.0,0.63,2020-10-17,,,10000.543823461245,senior,normal
H,non,bac,Bretagne,oui,oui,500,marié,2.0,0.37,2023-04-02,,,500.0,adulte,obese
F,non,bac+2,Provence-Alpes-Côte d’Azur,non,non,2568,marié,,0.68,2023-06-20,397.0,5000.0,500.0,adulte,normal
H,non,doctorat,Normandie,oui,non,2725,divorcé,4.0,0.65,2021-05-13,,10000.0,500.0,retraite,surpoids
H,non,bac,Bretagne,oui,oui,3591,marié,4.0,0.93,2020-01-10,,,9292.332965764826,senior,normal
F,oui,aucun,Île-de-France,non,non,4731,,0.0,0.97,2020-05-13,494.0,1085.99,500.0,adulte,obese
H,non,doctorat,Provence-Alpes-Côte d’Azur,non,non,2601,divorcé,3.0,0.13,2024-02-06,,,8998.77950720081,senior,insuffisant
F,oui,aucun,Corse,non,oui,1630,veuf,,0.56,2022-01-06,,466.78,2890.234062971598,senior,obese
F,oui,master,Auvergne-Rhône-Alpes,non,non,3111,veuf,2.0,0.16,2024-11-14,481.0,5000.0,1900.731171856429,adulte,normal
H,non,bac+2,Normandie,oui,oui,4569,célibataire,3.0,0.88,2024-09-18,,10000.0,17851.010910240406,adulte,normal
F,oui,bac,Provence-Alpes-Côte d’Azur,non,non,3495,veuf,,0.9,2022-12-30,449.0,5000.0,500.0,jeune,obese
H,oui,master,Provence-Alpes-Côte d’Azur,oui,non,1376,veuf,2.0,0.44,2021-02-25,,578.53,500.0,retraite,surpoids
H,non,master,Occitanie,non,oui,2253,marié,5.0,0.99,2021-07-12,776.0,,24217.58389284025,retraite,obese
H,non,bac,Corse,oui,non,4043,marié,,0.15,2023-12-11,,527.91,500.0,retraite,insuffisant
F,non,aucun,Occitanie,non,non,1017,veuf,4.0,0.34,2021-03-31,,10000.0,500.0,retraite,normal
H,non,master,Hauts-de-France,oui,non,1777,marié,,0.32,2021-10-29,310.0,,500.0,senior,normal
H,oui,master,Normandie,non,non,2629,célibataire,5.0,0.11,2021-01-19,770.0,,2352.4355498269483,retraite,insuffisant
H,non,bac,Normandie,non,oui,1843,,3.0,0.7,2024-08-10,622.0,1162.45,4616.836593578,jeune,insuffisant
H,non,bac+2,Corse,non,oui,3163,veuf,,0.64,2024-11-16,,10000.0,12560.855879760538,retraite,normal
F,oui,doctorat,Occitanie,non,oui,3746,,,0.13,2024-02-29,650.0,5000.0,34859.336062942464,adulte,surpoids
F,non,master,Île-de-France,oui,non,3426,,5.0,0.43,2024-01-10,686.0,1165.94,500.0,senior,insuffisant
H,oui,bac,Auvergne-Rhône-Alpes,oui,oui,3355,,3.0,0.41,2023-03-14,401.0,940.81,4360.572207307363,senior,normal
H,non,master,Auvergne-Rhône-Alpes,non,non,4366,,4.0,0.7,2020-04-10,,,6720.469873067939,adulte,normal
F,oui,doctorat,Provence-Alpes-Côte d’Azur,non,oui,3464,,0.0,0.09,2022-05-04,767.0,10000.0,40904.420313068695,senior,normal
H,non,doctorat,Île-de-France,non,oui,1463,divorcé,,0.59,2024-08-10,302.0,,28241.28826311551,jeune,normal
F,non,doctorat,Normandie,oui,oui,3342,célibataire,2.0,0.22,2020-06-15,,5000.0,10581.09660359436,jeune,normal
H,oui,master,Île-de-France,oui,oui,1938,,,0.57,2023-06-06,732.0,10000.0,27380.063977953043,adulte,surpoids
F,non,bac+2,Île-de-France,non,oui,2753,,,0.91,2024-12-08,,10000.0,20160.190152647618,adulte,obese
H,non,bac,Hauts-de-France,non,oui,2324,célibataire,,0.89,2021-06-05,,5000.0,500.0,jeune,insuffisant
F,oui,doctorat,Île-de-France,oui,oui,1099,célibataire,5.0,0.89,2022-04-29,,1056.63,13383.970902758429,retraite,surpoids
H,non,doctorat,Hauts-de-France,oui,oui,1249,veuf,,0.21,2020-08-15,380.0,1210.23,14301.667166197469,senior,surpoids
H,non,doctorat,Île-de-France,oui,oui,945,veuf,,0.75,2022-08-21,,,20419.79542820899,retraite,insuffisant
H,oui,master,Corse,non,non,3874,marié,,0.18,2023-05-22,,5000.0,4335.291007454305,senior,surpoids
H,oui,doctorat,Auvergne-Rhône-Alpes,oui,oui,500,veuf,0.0,0.81,2024-10-04,470.0,5000.0,13002.61504107803,jeune,insuffisant
H,oui,aucun,Corse,non,oui,3109,,0.0,0.58,2022-04-25,388.0,5000.0,1339.3947702361097,senior,normal
H,non,bac+2,Corse,oui,oui,1789,marié,,0.65,2025-06-07,556.0,,3765.1462926957392,retraite,obese
H,non,bac+2,Hauts-de-France,non,oui,632,veuf,,0.03,2024-05-30,,857.98,2487.304424986002,retraite,surpoids
F,non,doctorat,Occitanie,oui,oui,500,veuf,5.0,0.47,2022-05-09,,284.67,555.2232346125785,retraite,normal
F,oui,bac,Normandie,oui,non,1923,divorcé,,0.11,2024-04-24,487.0,5000.0,500.0,senior,obese
H,non,aucun,Provence-Alpes-Côte d’Azur,non,oui,1825,célibataire,,0.82,2025-01-12,,,500.0,senior,normal
H,oui,aucun,Provence-Alpes-Côte d’Azur,oui,non,2125,marié,2.0,0.08,2020-05-21,,358.27,500.0,retraite,insuffisant
F,non,bac+2,Provence-Alpes-Côte d’Azur,non,non,500,célibataire,,0.47,2021-01-15,768.0,5000.0,500.0,senior,obese
F,non,doctorat,Bretagne,oui,non,500,marié,,0.33,2023-12-24,589.0,5000.0,500.0,jeune,normal
H,non,bac+2,Hauts-de-France,oui,oui,3420,marié,5.0,0.05,2022-12-01,,806.25,4504.153730350699,adulte,surpoids
H,non,doctorat,Corse,oui,oui,2265,,,0.97,2022-03-06,575.0,5000.0,1675.611186145678,jeune,surpoids
F,oui,doctorat,Normandie,non,oui,2151,veuf,,0.46,2020-03-15,821.0,,31559.02731660087,retraite,normal
H,non,aucun,Hauts-de-France,oui,non,835,célibataire,,0.38,2023-01-04,,,500.0,retraite,surpoids
F,non,master,Hauts-de-France,oui,oui,1980,,,0.4,2025-01-06,,5000.0,4959.115802559148,jeune,normal
F,oui,doctorat,Corse,non,non,2380,veuf,,0.6,2025-04-26,327.0,5000.0,500.0,jeune,surpoids
F,oui,aucun,Normandie,oui,oui,4163,marié,,0.46,2021-01-11,599.0,5000.0,7737.370574341588,adulte,normal
F,non,master,Auvergne-Rhône-Alpes,oui,non,2873,célibataire,,0.59,2024-06-26,,572.96,500.0,retraite,surpoids
F,non,master,Bretagne,non,oui,3719,divorcé,,0.47,2024-10-06,833.0,,21242.45716393496,adulte,surpoids
F,oui,aucun,Auvergne-Rhône-Alpes,oui,non,3222,veuf,3.0,0.86,2020-10-09,,10000.0,500.0,jeune,obese
F,oui,doctorat,Bretagne,oui,non,2280,veuf,,0.24,2021-04-27,,1416.8,500.0,jeune,normal
F,oui,aucun,Hauts-de-France,oui,non,2449,,4.0,0.09,2020-03-19,773.0,,500.0,retraite,surpoids
H,oui,bac+2,Provence-Alpes-Côte d’Azur,non,oui,2361,veuf,,0.23,2024-07-10,667.0,1173.73,28294.452231844323,retraite,normal
H,oui,bac,Auvergne-Rhône-Alpes,oui,oui,4683,,2.0,0.87,2020-03-02,,,17315.966732062687,senior,normal
F,non,bac,Île-de-France,oui,oui,3560,,0.0,0.98,2022-01-24,418.0,1097.97,7260.969510855186,adulte,surpoids
H,non,bac+2,Occitanie,oui,oui,2370,célibataire,,0.14,2023-03-28,,10000.0,500.0,jeune,insuffisant
H,non,aucun,Corse,non,oui,2899,célibataire,1.0,0.45,2023-08-07,,5000.0,945.5205291396836,adulte,surpoids
H,non,bac+2,Hauts-de-France,non,oui,3484,divorcé,,0.32,2022-04-25,,5000.0,20389.31579902852,adulte,normal
F,non,master,Normandie,oui,non,3375,marié,,0.36,2024-01-21,,5000.0,500.0,retraite,obese
H,non,bac+2,Île-de-France,non,oui,2794,,2.0,0.79,2022-12-29,,5000.0,22019.49930340135,senior,surpoids
F,non,bac+2,Corse,non,non,1125,célibataire,5.0,0.42,2024-08-26,323.0,,500.0,senior,normal
F,oui,doctorat,Auvergne-Rhône-Alpes,oui,oui,2058,,,0.14,2021-09-04,328.0,5000.0,18112.57580637872,senior,normal
F,non,bac,Provence-Alpes-Côte d’Azur,non,non,2790,veuf,3.0,0.74,2022-01-13,831.0,,500.0,senior,normal
F,non,doctorat,Normandie,oui,non,4625,,4.0,0.95,2021-08-12,,777.55,2289.07875945306,retraite,surpoids
H,non,bac+2,Bretagne,oui,oui,1467,,2.0,0.92,2024-07-13,599.0,1217.04,15809.630458339998,adulte,normal
F,non,bac,Auvergne-Rhône-Alpes,oui,oui,3780,veuf,2.0,0.34,2023-08-23,,,3883.911914009419,jeune,surpoids
F,non,aucun,Bretagne,non,oui,3453,divorcé,,0.67,2022-09-04,,887.41,10228.124484214237,retraite,normal
H,oui,bac+2,Corse,non,oui,2896,marié,,0.3,2023-06-27,,5000.0,18872.556693981387,retraite,surpoids
F,oui,aucun,Hauts-de-France,oui,oui,1416,marié,,0.21,2023-02-22,470.0,5000.0,500.0,adulte,surpoids
F,oui,aucun,Île-de-France,non,non,3670,divorcé,,0.08,2023-11-09,,822.54,500.0,adulte,normal
H,oui,aucun,Auvergne-Rhône-Alpes,non,non,1144,divorcé,,0.4,2024-10-02,315.0,5000.0,500.0,retraite,obese
H,non,bac+2,Corse,non,non,1097,marié,,0.31,2023-06-12,830.0,10000.0,500.0,jeune,surpoids
H,non,bac+2,Hauts-de-France,non,non,3568,,,0.55,2022-05-03,,1483.27,500.0,retraite,surpoids
H,oui,bac,Normandie,oui,non,526,,,0.43,2023-08-30,487.0,636.14,500.0,adulte,obese
F,oui,master,Hauts-de-France,oui,non,833,marié,3.0,0.55,2024-11-22,847.0,5000.0,500.0,senior,normal
F,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,non,1610,célibataire,,0.17,2023-05-28,797.0,,500.0,adulte,surpoids
H,oui,doctorat,Hauts-de-France,oui,non,2047,marié,0.0,0.08,2023-02-23,748.0,10000.0,500.0,jeune,insuffisant
F,oui,master,Bretagne,non,oui,1779,marié,,0.7,2024-07-09,,,22400.401929338008,jeune,surpoids
H,non,aucun,Hauts-de-France,oui,oui,2062,célibataire,5.0,0.37,2025-02-21,419.0,,500.0,senior,insuffisant
F,oui,doctorat,Corse,non,non,2108,marié,,0.69,2023-02-07,,1400.85,3521.362296367858,retraite,surpoids
F,oui,doctorat,Bretagne,non,non,4408,marié,3.0,0.39,2022-07-04,407.0,1259.71,23972.718039480453,senior,normal
H,oui,master,Corse,oui,oui,500,,2.0,0.23,2020-09-17,,,500.0,jeune,surpoids
H,non,bac+2,Hauts-de-France,oui,oui,3390,célibataire,0.0,0.91,2021-07-13,322.0,5000.0,500.0,adulte,normal
F,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,non,3594,divorcé,,0.7,2024-07-30,577.0,,7756.066583667335,retraite,obese
H,oui,aucun,Normandie,non,oui,929,,2.0,0.09,2020-10-21,,987.92,500.0,jeune,normal
H,non,bac+2,Occitanie,oui,oui,1568,veuf,,0.87,2024-11-19,411.0,953.37,4949.909048073738,senior,surpoids
H,non,doctorat,Bretagne,oui,oui,3244,marié,4.0,0.92,2022-06-08,527.0,5000.0,28268.407632575607,retraite,surpoids
H,non,doctorat,Occitanie,non,non,651,veuf,,0.62,2021-01-19,,,500.0,adulte,normal
F,non,bac,Île-de-France,non,oui,4141,marié,,0.06,2023-12-27,,,27029.52389340347,senior,surpoids
F,non,bac,Corse,non,oui,2342,divorcé,,0.69,2023-09-04,,721.82,500.0,adulte,normal
H,non,doctorat,Occitanie,oui,non,2592,célibataire,0.0,0.05,2022-05-09,689.0,,500.0,adulte,surpoids
H,non,master,Corse,non,oui,2519,divorcé,,0.45,2023-04-28,775.0,,11233.498372473863,retraite,insuffisant
F,non,aucun,Bretagne,non,oui,2652,célibataire,3.0,0.85,2024-05-10,840.0,,10718.60128450164,jeune,insuffisant
F,oui,bac,Normandie,non,oui,2573,marié,4.0,0.76,2020-08-25,,647.77,9369.970780301765,jeune,surpoids
F,non,aucun,Auvergne-Rhône-Alpes,oui,oui,2196,célibataire,,1.0,2022-07-30,635.0,1176.85,500.0,retraite,normal
F,non,bac,Corse,oui,oui,2752,marié,,0.61,2021-11-28,399.0,5000.0,500.0,senior,surpoids
H,non,doctorat,Île-de-France,oui,non,3362,marié,,0.09,2024-04-16,641.0,745.86,12859.892333070517,,surpoids
H,oui,aucun,Île-de-France,oui,non,1717,marié,4.0,0.32,2022-04-16,,10000.0,500.0,retraite,normal
H,oui,aucun,Auvergne-Rhône-Alpes,oui,oui,3973,marié,,0.48,2021-03-16,306.0,10000.0,7639.1320088106595,jeune,insuffisant
F,non,bac,Normandie,non,non,4791,veuf,3.0,0.42,2021-09-19,608.0,575.21,500.0,senior,surpoids
H,non,aucun,Provence-Alpes-Côte d’Azur,non,oui,2797,veuf,4.0,0.88,2025-03-15,,10000.0,14407.394949324129,senior,surpoids
F,oui,bac,Corse,oui,non,2165,célibataire,,0.75,2022-08-30,616.0,,500.0,jeune,surpoids
H,non,bac+2,Corse,non,non,2083,veuf,,0.2,2022-08-05,474.0,5000.0,500.0,jeune,surpoids
F,oui,aucun,Île-de-France,oui,non,3901,,,0.15,2024-12-17,,,500.0,jeune,normal
H,oui,bac,Normandie,oui,non,2296,divorcé,,0.51,2020-05-26,,,500.0,retraite,normal
H,oui,aucun,Provence-Alpes-Côte d’Azur,non,oui,4083,marié,,0.18,2024-06-03,667.0,1009.24,25331.337162093067,retraite,surpoids
F,oui,bac+2,Corse,non,non,5763,,5.0,0.25,2020-10-24,355.0,,500.0,jeune,normal
F,oui,aucun,Bretagne,oui,non,2669,marié,4.0,0.15,2025-02-15,639.0,5000.0,500.0,jeune,normal
F,oui,master,Bretagne,oui,oui,3578,célibataire,,0.58,2023-12-20,464.0,5000.0,32230.513627373795,jeune,insuffisant
F,non,bac+2,Occitanie,non,non,2050,marié,4.0,0.14,2020-10-27,,5000.0,500.0,retraite,normal
H,oui,aucun,Provence-Alpes-Côte d’Azur,oui,oui,2724,marié,4.0,0.34,2023-09-20,,,10215.211948561966,adulte,normal
H,non,doctorat,Île-de-France,non,non,4994,marié,,0.61,2020-07-30,487.0,,18415.25257734253,senior,obese
F,non,bac,Normandie,non,oui,1584,veuf,5.0,0.07,2024-03-22,,,810.2920206052056,retraite,normal
F,non,aucun,Bretagne,oui,non,2374,divorcé,,0.56,2021-11-28,,5000.0,500.0,senior,obese
F,non,aucun,Bretagne,non,oui,2161,marié,,0.6,2020-04-20,,5000.0,3601.2530098400307,senior,obese
H,non,aucun,Normandie,oui,non,4418,marié,,0.0,2023-03-29,519.0,986.07,500.0,jeune,obese
F,non,aucun,Provence-Alpes-Côte d’Azur,non,non,4384,marié,,0.58,2020-12-23,,,500.0,retraite,normal
F,oui,bac+2,Normandie,non,non,1908,célibataire,4.0,0.07,2024-08-20,,5000.0,500.0,senior,normal
F,oui,bac,Île-de-France,non,oui,3823,divorcé,5.0,0.71,2025-02-26,,,26348.69071650976,retraite,normal
F,oui,bac,Occitanie,oui,oui,2964,veuf,0.0,0.73,2024-10-27,430.0,1015.4,4245.982450806085,senior,surpoids
H,oui,doctorat,Auvergne-Rhône-Alpes,non,non,500,divorcé,,0.49,2020-02-15,,10000.0,500.0,senior,surpoids
H,non,bac+2,Occitanie,oui,non,1017,divorcé,,0.97,2023-02-20,,10000.0,500.0,retraite,surpoids
F,oui,doctorat,Hauts-de-France,oui,oui,3778,marié,,0.94,2023-07-25,595.0,1181.75,17225.309212277818,adulte,normal
F,oui,bac,Normandie,non,oui,500,divorcé,,0.83,2023-12-01,,5000.0,500.0,adulte,obese
F,oui,master,Occitanie,non,non,2986,veuf,2.0,0.41,2024-03-02,,465.47,500.0,jeune,insuffisant
F,non,doctorat,Provence-Alpes-Côte d’Azur,oui,non,3319,marié,,0.78,2021-07-09,,,500.0,retraite,normal
H,non,bac,Occitanie,oui,oui,4137,marié,3.0,0.28,2024-02-22,,5000.0,8096.368241205189,adulte,obese
H,oui,bac,Corse,non,oui,3265,célibataire,1.0,0.66,2024-10-26,476.0,,17696.42070676709,jeune,normal
F,oui,aucun,Occitanie,oui,non,3137,célibataire,,0.58,2024-07-09,,652.46,500.0,jeune,normal
F,oui,master,Provence-Alpes-Côte d’Azur,oui,non,3962,divorcé,3.0,0.93,2023-07-30,,5000.0,3211.040083034987,jeune,obese
F,oui,bac+2,Occitanie,oui,oui,1217,,1.0,0.22,2021-06-09,659.0,,6000.623724878125,jeune,surpoids
H,oui,bac,Corse,non,oui,2185,célibataire,5.0,0.36,2023-10-01,846.0,494.52,5004.737334390796,jeune,normal
H,non,bac+2,Bretagne,non,non,2160,marié,1.0,0.02,2020-10-02,,,3839.10191996218,retraite,surpoids
F,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,2633,célibataire,,0.9,2021-01-20,755.0,5000.0,19432.59029041834,jeune,normal
H,non,doctorat,Corse,oui,non,3146,célibataire,5.0,0.08,2025-01-27,710.0,5000.0,500.0,adulte,normal
H,non,master,Provence-Alpes-Côte d’Azur,oui,oui,2082,veuf,3.0,0.73,2024-10-15,,5000.0,3831.934918728269,jeune,normal
F,oui,master,Normandie,oui,non,2489,célibataire,,0.14,2025-02-05,,951.51,500.0,retraite,obese
F,non,bac+2,Hauts-de-France,oui,oui,1576,célibataire,4.0,0.02,2023-11-19,,10000.0,500.0,retraite,normal
H,non,master,Bretagne,non,oui,3506,divorcé,4.0,0.21,2020-06-15,,818.12,36194.45445810504,retraite,normal
H,oui,bac+2,Normandie,non,non,806,marié,,0.24,2020-02-06,698.0,557.25,1798.457757700044,retraite,surpoids
H,oui,bac+2,Occitanie,non,oui,2571,,,0.34,2022-05-08,627.0,745.88,23340.21990166706,retraite,surpoids
F,oui,master,Provence-Alpes-Côte d’Azur,non,oui,3308,divorcé,3.0,0.87,2025-03-02,422.0,,36664.6295810106,jeune,surpoids
H,non,bac,Normandie,oui,non,1302,divorcé,,0.64,2022-03-05,539.0,1280.25,500.0,jeune,surpoids
F,oui,aucun,Occitanie,oui,oui,3152,veuf,,0.4,2022-08-17,720.0,,7670.328578401174,retraite,insuffisant
F,oui,master,Île-de-France,non,oui,2988,célibataire,3.0,0.6,2023-10-29,,,27446.216042395805,retraite,obese
F,oui,doctorat,Occitanie,non,non,3077,divorcé,,0.87,2023-04-20,660.0,675.51,10064.348574631324,retraite,normal
F,oui,bac,Bretagne,non,non,1543,veuf,,0.82,2025-05-27,697.0,,500.0,jeune,normal
H,oui,doctorat,Île-de-France,non,non,4947,célibataire,0.0,0.08,2023-08-04,,5000.0,19353.79269449597,retraite,normal
F,oui,bac,Île-de-France,non,non,537,divorcé,,0.68,2022-05-10,,459.21,500.0,adulte,surpoids
H,oui,doctorat,Corse,non,non,2758,veuf,,0.11,2020-09-16,,1119.75,4858.518764839046,retraite,surpoids
H,non,bac+2,Corse,non,non,3181,divorcé,3.0,0.31,2020-12-17,,87.47,500.0,jeune,normal
H,non,doctorat,Normandie,non,non,867,divorcé,1.0,0.03,2022-12-29,431.0,5000.0,500.0,adulte,insuffisant
H,oui,bac,Provence-Alpes-Côte d’Azur,oui,non,3065,veuf,3.0,0.75,2022-07-17,,,500.0,jeune,surpoids
F,non,master,Occitanie,non,oui,2253,divorcé,,0.86,2025-04-13,,10000.0,16367.913047181586,adulte,surpoids
F,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,2630,marié,,0.14,2020-01-30,331.0,1203.19,13506.830526932004,senior,insuffisant
H,non,doctorat,Occitanie,non,oui,2265,,5.0,0.33,2020-03-26,711.0,,28985.09637543067,adulte,normal
F,non,doctorat,Corse,non,oui,3493,veuf,,0.24,2020-12-25,,669.29,24703.979452418724,jeune,obese
H,non,aucun,Île-de-France,oui,oui,2613,,,0.21,2025-01-04,784.0,10000.0,10014.884139352607,retraite,normal
H,oui,bac,Occitanie,oui,oui,1992,,,0.15,2021-04-21,637.0,,6953.460565181961,jeune,normal
F,non,aucun,Auvergne-Rhône-Alpes,non,oui,2288,divorcé,,0.11,2020-03-21,,,5958.763709105505,retraite,normal
H,non,aucun,Île-de-France,non,non,5207,veuf,,0.75,2024-01-11,,10000.0,500.0,retraite,obese
F,non,bac+2,Hauts-de-France,non,non,1752,,,0.6,2023-10-04,,,500.0,retraite,normal
F,oui,master,Bretagne,non,oui,3843,célibataire,,0.87,2025-01-22,649.0,,32051.395584906197,adulte,surpoids
F,non,doctorat,Île-de-France,non,oui,4211,veuf,,0.93,2020-08-04,665.0,1138.91,40757.29055842789,adulte,insuffisant
H,non,bac,Occitanie,oui,oui,1409,,,0.98,2023-09-27,,,3371.512781250449,retraite,obese
F,non,bac+2,Occitanie,non,non,3221,divorcé,,0.71,2021-01-02,,,500.0,retraite,surpoids
H,non,aucun,Île-de-France,oui,oui,4159,célibataire,2.0,0.87,2025-05-11,,5000.0,25993.7998966687,jeune,obese
F,non,bac,Auvergne-Rhône-Alpes,non,non,4360,,3.0,0.33,2023-10-01,520.0,,500.0,senior,obese
F,oui,bac,Occitanie,non,oui,3427,divorcé,4.0,0.41,2021-04-30,,844.03,5620.381218407706,senior,insuffisant
H,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,non,2985,veuf,,0.77,2022-03-21,629.0,,500.0,jeune,normal
H,non,master,Corse,non,oui,1380,divorcé,,0.57,2024-08-07,560.0,555.0,13146.187426386216,retraite,surpoids
F,non,aucun,Hauts-de-France,oui,non,1419,divorcé,,0.04,2022-07-07,615.0,1316.72,500.0,adulte,insuffisant
F,non,aucun,Normandie,oui,oui,1773,,0.0,0.27,2021-08-29,,5000.0,500.0,senior,surpoids
H,oui,aucun,Normandie,oui,oui,2424,veuf,0.0,0.08,2024-06-07,,1023.72,500.0,adulte,surpoids
F,oui,doctorat,Corse,oui,oui,2802,,,0.03,2024-01-15,,265.21,7616.609383126196,senior,obese
F,non,bac+2,Corse,oui,oui,2178,célibataire,3.0,0.41,2023-09-08,640.0,788.64,500.0,jeune,surpoids
F,oui,bac,Provence-Alpes-Côte d’Azur,non,oui,4101,marié,0.0,0.12,2024-01-08,,10000.0,23309.481767589496,jeune,normal
H,oui,master,Corse,non,non,3410,veuf,,0.09,2021-05-08,403.0,828.7,500.0,adulte,surpoids
H,non,master,Provence-Alpes-Côte d’Azur,oui,non,1841,,,0.64,2021-08-27,,649.77,500.0,adulte,insuffisant
F,oui,aucun,Occitanie,non,oui,943,divorcé,,0.09,2021-09-22,605.0,5000.0,8659.081358493097,adulte,normal
F,oui,aucun,Corse,oui,non,2392,divorcé,,0.16,2024-08-07,,5000.0,500.0,retraite,normal
F,non,aucun,Auvergne-Rhône-Alpes,non,oui,742,,1.0,0.5,2020-12-09,681.0,,500.0,retraite,surpoids
H,oui,aucun,Occitanie,non,oui,940,divorcé,1.0,0.69,2022-04-04,676.0,796.85,13709.78613859374,retraite,obese
